index,prediction
105115,28.0 centimeter
105116,5.0 centimeter
105117,25.0 centimeter
105118,3.93 inch
105119,3.93 inch
105120,9.0 centimeter
105121,5.0 centimeter
105122,110.0 centimeter
105123,5.0 centimeter
105124,
105125,
105126,50.0 millimeter
105127,5.0 None
105128,6.0 None
105129,116.0 millimeter
105130,116.0 millimeter
105131,116.0 millimeter
105132,5.0 centimeter
105133,20.0 pound
105134,50.0 centimeter
105135,250.0 pound
105136,12.0 inch
105137,4.0 millimeter
105138,11.5 inch
105139,44.0 centimeter
105140,25.0 millimeter
105141,2.6 centimeter
105142,3.74 inch
105143,9.0 centimeter
105144,15.0 centimeter
105145,
105146,2.0 inch
105147,282.4 millimeter
105148,25.0 centimeter
105149,15.0 centimeter
105150,15.0 centimeter
105151,
105152,
105153,
105154,38.0 millimeter
105155,
105156,10.0 inch
105157,2.9 None
105158,2.9 None
105159,65.0 centimeter
105160,60.0 centimeter
105161,15.0 None
105162,8.0 centimeter
105163,5.0 pound
105164,5.0 None
105165,80.0 millimeter
105166,
105167,6.0 None
105168,100.0 None
105169,6.0 None
105170,30.0 millimeter
105171,10.0 None
105172,2.0 None
105173,23.6 inch
105174,140.0 centimeter
105175,6.0 inch
105176,67.0 centimeter
105177,6.0 inch
105178,54.0 millimeter
105179,
105180,269.0 centimeter
105181,66.0 centimeter
105182,560.0 None
105183,18.5 centimeter
105184,3.0 None
105185,3.0 None
105186,1.2 inch
105187,
105188,65.0 None
105189,2.0 millimeter
105190,10.83 inch
105191,20.47 inch
105192,4.0 centimeter
105193,30.0 centimeter
105194,1.06 inch
105195,6.7 inch
105196,9.33 inch
105197,9.33 inch
105198,84.0 centimeter
105199,
105200,13.3 centimeter
105201,44.0 centimeter
105202,
105203,60.0 watt
105204,
105205,31.0 centimeter
105206,8.27 inch
105207,9.4 inch
105208,24.0 centimeter
105209,20.0 None
105210,4.0 None
105211,3.9 centimeter
105212,3.9 centimeter
105213,22.7 centimeter
105214,22.7 centimeter
105215,38.0 centimeter
105216,5.0 None
105217,4.0 None
105218,17.0 millimeter
105219,17.0 millimeter
105220,
105221,18.5 None
105222,1.77 inch
105223,13.5 centimeter
105224,13.5 centimeter
105225,100.0 centimeter
105226,310.0 millimeter
105227,14.5 centimeter
105228,3.0 centimeter
105229,2.0 None
105230,15.7 inch
105231,4.0 meter
105232,45.0 millimeter
105233,250.0 None
105234,70.0 pound
105235,0.47 inch
105236,7.9 inch
105237,11.0 centimeter
105238,3.0 centimeter
105239,28.0 centimeter
105240,7.0 centimeter
105241,28.0 centimeter
105242,17.71 inch
105243,6.0 None
105244,220.0 None
105245,143.0 None
105246,35.4 inch
105247,62.0 millimeter
105248,62.0 millimeter
105249,62.0 millimeter
105250,15.5 centimeter
105251,7.0 inch
105252,
105253,27.4 inch
105254,10.8 inch
105255,2.36 inch
105256,128.0 gram
105257,128.0 gram
105258,4.33 inch
105259,7.0 centimeter
105260,4.52 inch
105261,13.2 None
105262,15.0 None
105263,15.0 None
105264,20.0 centimeter
105265,72.0 inch
105266,40.2 centimeter
105267,5.7 inch
105268,5.7 inch
105269,5.7 inch
105270,60.0 centimeter
105271,125.0 millimeter
105272,6.29 inch
105273,9.05 inch
105274,100.0 centimeter
105275,100.0 centimeter
105276,
105277,
105278,
105279,6.5 inch
105280,22.0 inch
105281,9.0 centimeter
105282,11.0 None
105283,68.0 None
105284,1.77 inch
105285,126.0 centimeter
105286,24.0 centimeter
105287,120.0 centimeter
105288,2.8 inch
105289,7.0 centimeter
105290,3.0 centimeter
105291,27.0 gram
105292,800.0 None
105293,280.0 millimeter
105294,53.0 centimeter
105295,2.9 inch
105296,44.9 centimeter
105297,44.9 centimeter
105298,26.0 centimeter
105299,1.0 centimeter
105300,6.2 centimeter
105301,
105302,1.2 None
105303,
105304,38.0 centimeter
105305,27.0 None
105306,1.0 None
105307,1.0 None
105308,3.0 millimeter
105309,8.0 centimeter
105310,250.0 kilogram
105311,250.0 kilogram
105312,19.0 centimeter
105313,150.0 millimeter
105314,150.0 millimeter
105315,
105316,
105317,1.0 None
105318,1.0 None
105319,2.0 None
105320,12.0 inch
105321,117.0 millimeter
105322,25.0 millimeter
105323,20.0 centimeter
105324,1.0 None
105325,12.0 centimeter
105326,12.0 centimeter
105327,2.76 inch
105328,2.76 inch
105329,4.5 inch
105330,4.0 centimeter
105331,4.0 centimeter
105332,10.0 None
105333,10.0 None
105334,10.0 None
105335,30.0 centimeter
105336,34.0 centimeter
105337,42.0 centimeter
105338,18.0 centimeter
105339,18.0 centimeter
105340,
105341,
105342,
105343,1.36 kilogram
105344,15.3 inch
105345,6.7 inch
105346,34.2 ounce
105347,5.2 centimeter
105348,2.44 inch
105349,
105350,9.0 inch
105351,20.0 inch
105352,20.0 inch
105353,20.0 inch
105354,
105355,1.0 centimeter
105356,9.0 centimeter
105357,9.0 centimeter
105358,3.93 inch
105359,21.0 centimeter
105360,21.0 centimeter
105361,100.0 watt
105362,
105363,180.0 centimeter
105364,120.0 None
105365,40.0 centimeter
105366,5.51 inch
105367,200.0 centimeter
105368,2.0 None
105369,2.0 None
105370,2.0 None
105371,
105372,8.0 inch
105373,20.0 centimeter
105374,11.02 inch
105375,37.7 millimeter
105376,5.5 centimeter
105377,5.5 centimeter
105378,
105379,
105380,35.0 centimeter
105381,13.8 inch
105382,13.8 inch
105383,33.0 centimeter
105384,4.0 centimeter
105385,13.2 centimeter
105386,4.0 inch
105387,4.0 inch
105388,5.3 inch
105389,5.0 centimeter
105390,
105391,
105392,60.0 None
105393,2.1 kilogram
105394,2.1 kilogram
105395,3.5 inch
105396,3.5 inch
105397,16.0 centimeter
105398,6.3 inch
105399,15.0 centimeter
105400,12.0 volt
105401,
105402,0.0 None
105403,4.7 inch
105404,6.0 None
105405,4.8 None
105406,100.0 None
105407,5.0 None
105408,5.1 inch
105409,20.0 millimeter
105410,20.0 millimeter
105411,500.0 pound
105412,29.0 inch
105413,0.5 millimeter
105414,15.7 inch
105415,50.0 None
105416,2.0 None
105417,12.0 centimeter
105418,6.0 centimeter
105419,7.3 centimeter
105420,
105421,18.0 None
105422,18.0 None
105423,5.0 centimeter
105424,5.0 centimeter
105425,9.0 inch
105426,6.0 inch
105427,3000.0 None
105428,7.8 centimeter
105429,50.0 centimeter
105430,5.4 inch
105431,13.7 inch
105432,19.6 inch
105433,14.0 centimeter
105434,7.5 centimeter
105435,10.5 centimeter
105436,130.0 pound
105437,1.0 inch
105438,1.2 inch
105439,3.5 centimeter
105440,1.8 inch
105441,8.0 centimeter
105442,24.0 None
105443,4.92 inch
105444,12.0 centimeter
105445,14.2 inch
105446,14.6 None
105447,18.0 centimeter
105448,31.0 centimeter
105449,4.0 centimeter
105450,4.0 centimeter
105451,4.0 centimeter
105452,5.5 centimeter
105453,18.0 centimeter
105454,6.0 centimeter
105455,9.1 inch
105456,7.1 inch
105457,
105458,8.7 None
105459,8.7 None
105460,8.7 None
105461,5.0 centimeter
105462,1769.0 gram
105463,14.0 centimeter
105464,10.0 inch
105465,10.0 inch
105466,7.4 inch
105467,32.0 centimeter
105468,15.0 centimeter
105469,5.8 centimeter
105470,5.8 centimeter
105471,6.0 centimeter
105472,
105473,2.0 None
105474,33144.0 ounce
105475,4.4 inch
105476,
105477,91.0 centimeter
105478,107.0 centimeter
105479,91.0 centimeter
105480,20.0 None
105481,20.0 None
105482,
105483,25.0 centimeter
105484,32.0 centimeter
105485,
105486,
105487,
105488,2.76 inch
105489,2.76 inch
105490,27.0 centimeter
105491,250.0 None
105492,250.0 None
105493,45.0 centimeter
105494,1.0 None
105495,18.0 inch
105496,
105497,
105498,21.0 centimeter
105499,11.5 centimeter
105500,1.2 inch
105501,5.0 centimeter
105502,5.0 centimeter
105503,115.0 centimeter
105504,10.0 millilitre
105505,5.1 inch
105506,
105507,400.0 None
105508,400.0 None
105509,31.6 centimeter
105510,8.7 centimeter
105511,28.0 centimeter
105512,2.0 centimeter
105513,3.0 None
105514,1.0 None
105515,2.75 inch
105516,280.0 None
105517,280.0 None
105518,7.0 None
105519,
105520,
105521,
105522,10.5 None
105523,10.5 None
105524,0.31 inch
105525,1.6 inch
105526,3.7 inch
105527,38.0 centimeter
105528,20.0 kilogram
105529,20.0 kilogram
105530,12.0 inch
105531,30.0 centimeter
105532,1.77 inch
105533,
105534,30.0 centimeter
105535,30.0 centimeter
105536,30.0 centimeter
105537,33.0 None
105538,13.0 centimeter
105539,13.0 centimeter
105540,12.0 centimeter
105541,27.0 ounce
105542,7.8 centimeter
105543,3.0 None
105544,24.0 inch
105545,24.0 inch
105546,11.8 inch
105547,11.81 inch
105548,11.81 inch
105549,4.25 inch
105550,
105551,70.0 centimeter
105552,24.5 centimeter
105553,9.41 inch
105554,4.76 inch
105555,
105556,7.4 centimeter
105557,75.0 centimeter
105558,6.5 centimeter
105559,9.5 centimeter
105560,9.5 centimeter
105561,3.73 inch
105562,23.8 gram
105563,265.0 millimeter
105564,3.0 centimeter
105565,20.0 centimeter
105566,50.0 centimeter
105567,50.0 centimeter
105568,
105569,13.0 centimeter
105570,35.0 centimeter
105571,35.0 centimeter
105572,29.0 centimeter
105573,
105574,14.0 inch
105575,14.0 inch
105576,40.0 centimeter
105577,1.77 inch
105578,18.0 centimeter
105579,3149.0 inch
105580,21.0 centimeter
105581,9.0 centimeter
105582,7.0 centimeter
105583,21.0 centimeter
105584,7.3 inch
105585,
105586,4.2 inch
105587,22.5 centimeter
105588,16.0 centimeter
105589,110.0 millimeter
105590,80.0 millimeter
105591,13.36 inch
105592,355.0 None
105593,
105594,1000.0 watt
105595,8.5 centimeter
105596,12.0 centimeter
105597,
105598,16.0 centimeter
105599,11.1 inch
105600,11.1 inch
105601,120.0 centimeter
105602,120.0 centimeter
105603,6.0 None
105604,1.3 centimeter
105605,1.5 centimeter
105606,6.8 centimeter
105607,
105608,5.0 None
105609,0.8 inch
105610,15.0 centimeter
105611,6.0 None
105612,9.44 inch
105613,20.0 centimeter
105614,0.1905 millimeter
105615,30.5 centimeter
105616,9.8 inch
105617,60.0 centimeter
105618,3.74 inch
105619,3.74 inch
105620,9.5 centimeter
105621,12.0 centimeter
105622,
105623,2.5 inch
105624,2.3 centimeter
105625,7.9 inch
105626,430.0 millimeter
105627,54.0 inch
105628,54.0 inch
105629,6.68 inch
105630,4.3 inch
105631,10.0 None
105632,60.0 watt
105633,
105634,39.6 millimeter
105635,17.0 centimeter
105636,9.0 centimeter
105637,46.5 centimeter
105638,150.3 centimeter
105639,3.1 inch
105640,8.0 centimeter
105641,
105642,
105643,6.0 centimeter
105644,6.0 centimeter
105645,6.0 centimeter
105646,60.0 inch
105647,
105648,300.0 None
105649,950.0 None
105650,21.0 centimeter
105651,1.77 inch
105652,2.0 inch
105653,3.0 inch
105654,5.0 None
105655,32.6 inch
105656,32.6 inch
105657,
105658,40.0 centimeter
105659,14.0 centimeter
105660,
105661,
105662,14.0 centimeter
105663,14.0 centimeter
105664,
105665,
105666,4.0 None
105667,8.0 centimeter
105668,12.0 centimeter
105669,8.0 centimeter
105670,4.0 inch
105671,2.0 None
105672,1.0 None
105673,40.0 ounce
105674,22.0 centimeter
105675,
105676,
105677,40.0 centimeter
105678,4.1 inch
105679,25.5 centimeter
105680,146.0 centimeter
105681,6.9 inch
105682,3.9 inch
105683,4.5 inch
105684,2.0 inch
105685,12.0 None
105686,450.0 None
105687,25.6 inch
105688,7.5 inch
105689,36.0 None
105690,40.0 None
105691,40.0 None
105692,40.0 None
105693,10.4 inch
105694,0.0 None
105695,0.0 None
105696,47.24 inch
105697,1.2 inch
105698,4.0 None
105699,800.0 millimeter
105700,12.0 centimeter
105701,30.0 centimeter
105702,12.0 centimeter
105703,100.0 centimeter
105704,100.0 centimeter
105705,7.6 centimeter
105706,10.0 inch
105707,3.4 inch
105708,13.0 centimeter
105709,13.0 centimeter
105710,
105711,17.0 centimeter
105712,35.0 centimeter
105713,4.5 centimeter
105714,1.0 None
105715,1.0 None
105716,1.0 None
105717,29.0 inch
105718,20.0 centimeter
105719,4.0 inch
105720,7.5 inch
105721,3.0 centimeter
105722,15.0 None
105723,15.0 None
105724,15.0 None
105725,24.0 None
105726,13.0 centimeter
105727,2.8 centimeter
105728,30.5 centimeter
105729,15.7 centimeter
105730,15.7 centimeter
105731,42.0 None
105732,31.0 centimeter
105733,0.0 centimeter
105734,7.0 centimeter
105735,7.0 None
105736,3.25 inch
105737,3.25 inch
105738,3.25 inch
105739,
105740,16.0 None
105741,20.0 millimeter
105742,
105743,700.0 watt
105744,
105745,4.0 None
105746,21.0 centimeter
105747,11.0 centimeter
105748,13.6 inch
105749,
105750,
105751,
105752,
105753,24.0 None
105754,24.0 None
105755,7.0 None
105756,29.7 millimeter
105757,3.2 None
105758,2.0 None
105759,2.44 inch
105760,12.0 inch
105761,12.0 inch
105762,23.0 centimeter
105763,23.0 centimeter
105764,5.89 inch
105765,6.0 centimeter
105766,7.87 inch
105767,74.0 inch
105768,3.6 inch
105769,5.5 inch
105770,250.0 kilogram
105771,250.0 kilogram
105772,30.0 None
105773,3.5 inch
105774,5.0 inch
105775,
105776,
105777,9.45 inch
105778,4.7 inch
105779,8.0 centimeter
105780,8.0 centimeter
105781,0.67 inch
105782,9.0 inch
105783,24.0 inch
105784,
105785,25.0 centimeter
105786,16.0 centimeter
105787,29.01 centimeter
105788,
105789,19.4 centimeter
105790,2.5 centimeter
105791,90.0 centimeter
105792,90.0 centimeter
105793,5104.0 None
105794,47.0 centimeter
105795,0.47 inch
105796,1.0 None
105797,1.0 None
105798,5.8 centimeter
105799,4.3 inch
105800,21.5 centimeter
105801,9.45 inch
105802,
105803,
105804,2.24 inch
105805,8.0 centimeter
105806,7.1 inch
105807,220.0 None
105808,35.0 centimeter
105809,100.0 centimeter
105810,
105811,21.0 centimeter
105812,21.0 centimeter
105813,15.9 centimeter
105814,7.87 inch
105815,34.3 centimeter
105816,15.7 inch
105817,15.7 inch
105818,3.0 None
105819,1400.0 None
105820,25.0 centimeter
105821,169.0 centimeter
105822,8.0 None
105823,12.5 centimeter
105824,39.0 centimeter
105825,
105826,
105827,2.0 None
105828,2.0 None
105829,6.0 None
105830,2.0 None
105831,22.0 millimeter
105832,100.0 None
105833,
105834,16.0 centimeter
105835,8.27 inch
105836,8.27 inch
105837,1.7 inch
105838,47.0 inch
105839,13.0 inch
105840,9.1 inch
105841,23.0 centimeter
105842,5.51 None
105843,2.0 centimeter
105844,35.43 inch
105845,35.43 inch
105846,2.95 inch
105847,3.9 inch
105848,2.0 inch
105849,2.0 inch
105850,2.0 inch
105851,2.8 inch
105852,2.8 inch
105853,5.0 None
105854,15.8 inch
105855,
105856,23.0 centimeter
105857,23.0 centimeter
105858,24.0 None
105859,24.0 None
105860,60.0 centimeter
105861,3.0 None
105862,33.0 centimeter
105863,0.5 inch
105864,8.0 centimeter
105865,8.0 centimeter
105866,6.0 None
105867,25.4 centimeter
105868,20.0 inch
105869,40.0 centimeter
105870,2.0 None
105871,240.0 gram
105872,950950.0 watt
105873,2.6 inch
105874,2.6 inch
105875,12.8 inch
105876,7.3 inch
105877,32.5 centimeter
105878,7.0 centimeter
105879,5.75 inch
105880,7.0 None
105881,2.5 inch
105882,2.5 inch
105883,40.0 centimeter
105884,40.0 centimeter
105885,12.0 inch
105886,12.0 inch
105887,27.9 centimeter
105888,
105889,8.0 None
105890,14.0 millimeter
105891,38.0 millimeter
105892,565.0 centimeter
105893,20.0 centimeter
105894,10.5 None
105895,3.1 inch
105896,4.0 None
105897,1.18 inch
105898,1.18 inch
105899,110.0 centimeter
105900,30.0 centimeter
105901,13.5 centimeter
105902,9.0 centimeter
105903,7.0 None
105904,5.0 None
105905,4.0 None
105906,4.0 None
105907,4.0 None
105908,50.0 millimeter
105909,92.0 centimeter
105910,32.0 centimeter
105911,3.15 inch
105912,27.0 millimeter
105913,5.0 centimeter
105914,12.7 centimeter
105915,3.3 pound
105916,43.0 centimeter
105917,30.0 millimeter
105918,8.6 centimeter
105919,195.0 millimeter
105920,9.4 inch
105921,
105922,50.0 centimeter
105923,76.0 centimeter
105924,3.5 inch
105925,2.9 inch
105926,26.4 inch
105927,11.8 inch
105928,490.0 millimeter
105929,110.0 None
105930,1500.0 None
105931,5.0 None
105932,5.0 None
105933,9.6 centimeter
105934,350.0 None
105935,9.0 centimeter
105936,22.0 centimeter
105937,22.0 centimeter
105938,22.0 centimeter
105939,4.0 centimeter
105940,27.0 centimeter
105941,27.0 centimeter
105942,
105943,
105944,5.8 None
105945,
105946,
105947,
105948,17.5 None
105949,2.0 inch
105950,9.82 inch
105951,19.0 centimeter
105952,70.0 pound
105953,810.0 gram
105954,5.1 inch
105955,27.16 inch
105956,65.0 watt
105957,
105958,20.3 centimeter
105959,8.0 inch
105960,86.0 millimeter
105961,90.0 millimeter
105962,7.4 inch
105963,
105964,
105965,6.1 inch
105966,4.0 inch
105967,9.875 inch
105968,25.0 centimeter
105969,
105970,
105971,70.0 millimeter
105972,10.23 inch
105973,19.68 centimeter
105974,
105975,80.0 None
105976,14.5 centimeter
105977,5.71 inch
105978,10.0 centimeter
105979,9.8 inch
105980,6.2 inch
105981,5.0 inch
105982,
105983,
105984,
105985,225.0 centimeter
105986,220.0 centimeter
105987,20.0 None
105988,1.0 None
105989,250.0 millilitre
105990,2.5 centimeter
105991,0.0 None
105992,50.0 millimeter
105993,5.0 centimeter
105994,5.0 centimeter
105995,21.0 None
105996,5.3 centimeter
105997,4.3 centimeter
105998,1.0 None
105999,2.0 inch
106000,26.0 inch
106001,15.0 centimeter
106002,15.0 centimeter
106003,15.0 centimeter
106004,40.0 None
106005,2.6 inch
106006,13.8 centimeter
106007,
106008,
106009,
106010,
106011,
106012,
106013,9.4 centimeter
106014,9.4 centimeter
106015,8.0 inch
106016,250.0 pound
106017,250.0 pound
106018,4.3 centimeter
106019,
106020,8.0 centimeter
106021,3.0 inch
106022,3.0 inch
106023,12.2 inch
106024,350.0 None
106025,
106026,
106027,8.0 None
106028,2.2 centimeter
106029,43.0 inch
106030,82.5 inch
106031,6.0 inch
106032,6.0 inch
106033,757.0 ounce
106034,480.0 millimeter
106035,
106036,24.0 centimeter
106037,9.4 inch
106038,
106039,9.0 centimeter
106040,2.0 meter
106041,7.0 None
106042,2.0 meter
106043,
106044,
106045,297.0 millimeter
106046,7.5 centimeter
106047,7.5 centimeter
106048,11.0 centimeter
106049,
106050,
106051,90.0 centimeter
106052,100.0 None
106053,6.0 centimeter
106054,6.0 centimeter
106055,5.8 inch
106056,9.0 centimeter
106057,12.0 centimeter
106058,27.0 centimeter
106059,13.8 inch
106060,100.0 centimeter
106061,10.0 centimeter
106062,110.0 centimeter
106063,60.0 centimeter
106064,5.9 inch
106065,18.3 centimeter
106066,2.76 inch
106067,62.0 millimeter
106068,72.0 millimeter
106069,72.0 millimeter
106070,5.0 centimeter
106071,3.0 centimeter
106072,
106073,10.0 centimeter
106074,5.12 inch
106075,1.18 inch
106076,1.18 inch
106077,29.0 centimeter
106078,1.0 None
106079,
106080,29.0 centimeter
106081,29.0 centimeter
106082,29.0 centimeter
106083,8.0 centimeter
106084,8.0 centimeter
106085,8.0 centimeter
106086,45.0 centimeter
106087,17.0 centimeter
106088,150.0 centimeter
106089,59.05 inch
106090,2.5 centimeter
106091,1.0 inch
106092,1.6 inch
106093,6.5 centimeter
106094,14.0 centimeter
106095,15.0 inch
106096,2.5 inch
106097,120.0 None
106098,95.0 None
106099,
106100,1.0 inch
106101,14.0 None
106102,20.0 centimeter
106103,20.0 centimeter
106104,20.0 centimeter
106105,7.4 inch
106106,3.0 centimeter
106107,13.8 centimeter
106108,34.0 None
106109,34.0 None
106110,5.5 inch
106111,6.5 centimeter
106112,285.0 None
106113,22.0 millimeter
106114,5.0 None
106115,473.0 millilitre
106116,
106117,7.8 inch
106118,43.0 centimeter
106119,9.0 None
106120,43.0 millimeter
106121,19.7 centimeter
106122,14.5 centimeter
106123,13.0 centimeter
106124,105.0 millimeter
106125,100.0 watt
106126,
106127,750.0 None
106128,9.0 inch
106129,12.9 inch
106130,6.7 inch
106131,2.0 None
106132,1.0 centimeter
106133,6.0 None
106134,91.0 centimeter
106135,5.0 centimeter
106136,5.0 centimeter
106137,4.335 inch
106138,4.335 inch
106139,7.0 centimeter
106140,
106141,
106142,
106143,
106144,6.0 centimeter
106145,9.0 inch
106146,3.0 None
106147,37.0 centimeter
106148,37.0 centimeter
106149,27.3 centimeter
106150,
106151,45.0 centimeter
106152,
106153,16.0 inch
106154,23.0 centimeter
106155,2.0 centimeter
106156,6.0 centimeter
106157,24.0 centimeter
106158,24.0 centimeter
106159,24.0 centimeter
106160,36.0 None
106161,26.0 centimeter
106162,22.5 centimeter
106163,907.0 gram
106164,5.4 inch
106165,712.2 inch
106166,43.0 centimeter
106167,
106168,4.52 inch
106169,12.2 inch
106170,887.0 millilitre
106171,
106172,56.0 centimeter
106173,33.0 inch
106174,23875.0 centimeter
106175,12.0 centimeter
106176,26.0 centimeter
